iter	MultiClass
442	0.0914537493
443	0.09125476879
444	0.09104315978
445	0.0907966446
446	0.09053491143
447	0.09032782109
448	0.09016245038
449	0.08988823473
450	0.08960856397
451	0.08939865681
452	0.08905816419
453	0.0888183787
454	0.0886957225
455	0.08835211179
456	0.08824096592
457	0.08810869954
458	0.08791067337
459	0.08781756377
460	0.08763772476
461	0.08755305021
462	0.08730219372
463	0.08720339075
464	0.08708566632
465	0.08687850495
466	0.08653950264
467	0.08623619047
468	0.0861149681
469	0.08576317895
470	0.08554774747
471	0.08525965002
472	0.08504198997
473	0.08495846759
474	0.08485249359
475	0.08454443306
476	0.08423570784
477	0.08411754589
478	0.08401381617
479	0.08381388348
480	0.08363823141
481	0.08346976466
482	0.08324666703
483	0.08309129266
484	0.08297177599
485	0.08284985646
486	0.0826641031
487	0.08235983276
488	0.0821590883
489	0.08205436176
490	0.08195227751
491	0.08160394204
492	0.08148435896
493	0.08129050342
494	0.0811280863
495	0.08094860196
496	0.08084730979
497	0.08073572992
498	0.08055302881
499	0.08047283951
500	0.08035318055
501	0.0801865345
502	0.08003541567
503	0.07987828938
504	0.07975772736
505	0.07959454904
506	0.07952815436
507	0.0794233632
508	0.0792132293
509	0.07917488012
510	0.07898469243
511	0.07880033366
512	0.07839227586
513	0.07827567285
514	0.07815582143
515	0.07795842167
516	0.07780249029
517	0.07774304559
518	0.07751011354
519	0.07731220823
520	0.07710235627
521	0.07689721268
522	0.07681120686
523	0.07652430434
524	0.07632554654
525	0.07614508991
526	0.07598115289
527	0.07578010618
528	0.07569403579
529	0.07557216624
530	0.07539036358
531	0.0752670703
532	0.07514517705
533	0.07506285728
534	0.07490367401
535	0.07475109985
536	0.07465732972
537	0.07438680644
538	0.07432633359
539	0.07411733937
540	0.07402922937
541	0.07391210465
542	0.07387292722
543	0.07379929506
544	0.07362908882
545	0.07352278612
546	0.07337546589
547	0.0732837065
548	0.07313882902
549	0.07302145191
550	0.07286345144
551	0.07270666318
552	0.07257646638
553	0.07243155503
554	0.07216525281
555	0.07202560376
556	0.07192923389
557	0.07184620177
558	0.07174321002
559	0.07160279734
560	0.07143934227
561	0.07124842025
562	0.07115591143
563	0.07102141354
564	0.07091380161
565	0.07086724656
566	0.07062808598
567	0.07055078147
568	0.07038046174
569	0.07013431481
570	0.07009187531
571	0.07001196699
572	0.06985847046
573	0.06975736472
574	0.06963388386
575	0.06939889393
576	0.06927504419
577	0.06903623295
578	0.06878905323
579	0.06867080025
580	0.06854271171
581	0.06845605595
582	0.0683136869
583	0.06811221526
584	0.06803957983
585	0.0679690952
586	0.06780320797
587	0.06767551941
588	0.0675107102
589	0.06738996208
590	0.06725502161
591	0.06704691664
592	0.0669085646
593	0.06680959536
594	0.06668060997
595	0.06654046776
596	0.06645502534
597	0.06629681634
598	0.06623713034
599	0.0661193981
600	0.06603902455
601	0.06596934426
602	0.06586838949
603	0.06577282456
604	0.06570732863
605	0.06558086609
606	0.065411463
607	0.06531109189
608	0.06523672529
609	0.065174606
610	0.06502690467
611	0.0649648443
612	0.06483873308
613	0.06476679956
614	0.06465423092
615	0.06452941681
616	0.06448534205
617	0.06444228401
618	0.06418697832
619	0.06403353282
620	0.06388098095
621	0.06378349677
622	0.06367488446
623	0.0635875618
624	0.06343105319
625	0.06336796226
626	0.06326397259
627	0.06317673223
628	0.06307854513
629	0.06296375538
630	0.062897458
631	0.06277053463
632	0.06264481961
633	0.0625863373
634	0.06249908109
635	0.06242302927
636	0.06223206279
637	0.06211959104
638	0.06195253549
639	0.06188821719
640	0.06180115219
641	0.06165785994
642	0.0615576031
643	0.06152821722
644	0.06143870895
645	0.06135521994
646	0.06125468884
647	0.061164456
648	0.06106792092
649	0.06095319025
650	0.06090279247
651	0.06081286628
652	0.06073175152
653	0.06068557044
654	0.06058212538
655	0.0603582434
656	0.06025474925
657	0.06017005015
658	0.06006956936
659	0.05999679482
660	0.05990242933
661	0.059867801
662	0.0598037438
663	0.05965356797
664	0.05958501604
665	0.05949572707
666	0.05937739753
667	0.05932099408
668	0.05923870521
669	0.0591889359
670	0.05904811405
671	0.05893358999
672	0.05889786125
673	0.05879679806
674	0.05868411352
675	0.05854592366
676	0.05841778097
677	0.0583740228
678	0.05822580324
679	0.05808882477
680	0.05799736268
681	0.05788630416
682	0.05781068598
683	0.05772757737
684	0.05754755019
685	0.05743526018
686	0.05735835199
687	0.05725290197
688	0.05721471318
689	0.05708865386
690	0.05704448643
691	0.05688247034
692	0.05678674109
693	0.05668194203
694	0.05665038394
695	0.0566092271
696	0.05650780948
697	0.05645600804
698	0.05635482826
699	0.05622276197
700	0.05615416013
701	0.05610264625
702	0.05605743596
703	0.05596380453
704	0.05580525344
705	0.05575116888
706	0.05570303384
707	0.05560735316
708	0.05549850519
709	0.05542007864
710	0.05534218088
711	0.05526402451
712	0.0551664252
713	0.0551139904
714	0.05502155168
715	0.05490272043
716	0.05482094536
717	0.05475550848
718	0.05469758355
719	0.0546280949
720	0.05456800729
721	0.05448997515
722	0.05441325311
723	0.05430893798
724	0.05421852137
725	0.05408877531
726	0.05400708527
727	0.0538676628
728	0.05383033129
729	0.05375557187
730	0.05370775523
731	0.05362723826
732	0.05350650766
733	0.05343854172
734	0.05334527012
735	0.05325454645
736	0.05320696404
737	0.0531145771
738	0.05304900704
739	0.05290591413
740	0.05281944741
741	0.05272654462
742	0.05264021918
743	0.05259541428
744	0.05255613362
745	0.05248921738
746	0.05243759404
747	0.05236074549
748	0.05225786342
749	0.05214842194
750	0.05202785237
751	0.05195471701
752	0.05189105697
753	0.05177762956
754	0.0517233847
755	0.05164861843
756	0.05159137839
757	0.05145971614
758	0.05139501882
759	0.05131036179
760	0.05123235691
761	0.05116677057
762	0.05108201315
763	0.0510358808
764	0.05097378192
765	0.05092164146
766	0.05075077623
767	0.05069413959
768	0.05064123428
769	0.05054434828
770	0.05046178207
771	0.05037020748
772	0.05030940131
773	0.05015285903
774	0.05011069157
775	0.04998055216
776	0.04994440889
777	0.04991239431
778	0.04983843411
779	0.04981109685
780	0.049747223
781	0.04963242171
782	0.04952988543
783	0.04947848974
784	0.04936338719
785	0.04932771284
786	0.04929336233
787	0.04917266961
788	0.04908736088
789	0.04901289195
790	0.04893573668
791	0.04883425109
792	0.04876531264
793	0.04871699857
794	0.04868736305
795	0.04862474863
796	0.04853792618
797	0.04850904543
798	0.04846516811
799	0.04840951623
800	0.04833450275
801	0.04825914906
802	0.04823900225
803	0.04815272051
804	0.04802754471
805	0.0479454637
806	0.04790687781
807	0.04779583227
808	0.0477384256
809	0.04763251313
810	0.0475795902
811	0.04750211236
812	0.04745413544
813	0.04740243441
814	0.04733113039
815	0.04725425831
816	0.04714787763
817	0.0470302214
818	0.04697438517
819	0.04691507181
820	0.04680664185
821	0.04677037778
822	0.04666911103
823	0.0465949071
824	0.04654070961
825	0.04647082324
826	0.04636155654
827	0.0463116465
828	0.04626785703
829	0.04623413348
830	0.046175963
831	0.04609257031
832	0.04596434665
833	0.04592651309
834	0.04587528809
835	0.04577373483
836	0.0457014623
837	0.04562735383
838	0.04556817597
839	0.04553201361
840	0.04545170468
841	0.0454100536
842	0.04535991533
843	0.04527009335
844	0.04521420143
845	0.04517199515
846	0.04510143141
847	0.04507630083
848	0.04504378592
849	0.04497524848
850	0.0449232465
851	0.04486194118
852	0.04480208848
853	0.04474221849
854	0.04468373814
855	0.04454428421
856	0.04448647441
857	0.04445456451
858	0.04437849776
859	0.04434752135
860	0.04429724138
861	0.04418984472
862	0.04415010731
863	0.04408523355
864	0.04404786554
865	0.04400646253
866	0.0439032739
867	0.04385267396
868	0.0438044094
869	0.04375234594
870	0.04369992969
871	0.04357150316
872	0.04350389073
873	0.04347717581
874	0.04342561372
875	0.04335123909
876	0.04331295608
877	0.04329388471
878	0.04321710939
879	0.04308978307
880	0.04302633905
881	0.04291520211
882	0.04283996545
883	0.04279759902
884	0.04276348024
885	0.04269007656
886	0.0426219381
887	0.04252652804
888	0.04245394927
889	0.04241712633
890	0.04237997878
891	0.0423573427
892	0.04231845802
893	0.04225626502
894	0.04218837708
895	0.0421364179
896	0.04209671704
897	0.04199721789
898	0.04196912749
899	0.04192613595
900	0.04188935547
901	0.04184394629
902	0.04180128123
903	0.04170262349
904	0.04166506069
905	0.04162078771
906	0.04158362261
907	0.04154616739
908	0.0414970405
909	0.04144807863
910	0.04137281655
911	0.04130537697
912	0.04122639161
913	0.04118157981
914	0.041128076
915	0.04107224738
916	0.0410290161
917	0.04096121987
918	0.04092211592
919	0.04086973096
920	0.04081311421
921	0.04076269192
922	0.04071481907
923	0.04067940392
924	0.04064776928
925	0.04060442764
926	0.04052954908
927	0.04046695512
928	0.04043688957
929	0.04037179817
930	0.04026083643
931	0.04020908245
932	0.04013701024
933	0.04007816719
934	0.04002296905
935	0.03998671229
936	0.03991235844
937	0.0398669735
938	0.03981090287
939	0.03974546118
940	0.03970518982
941	0.03966422795
942	0.03962105808
943	0.03959685253
944	0.03955644248
945	0.03947860112
946	0.03937452037
947	0.03935053469
948	0.03930377805
949	0.03924196091
950	0.03918368261
951	0.03911917902
952	0.03904003498
953	0.03895422971
954	0.03891223681
955	0.03883354831
956	0.03880474661
957	0.0387595344
958	0.03870823058
959	0.03869087866
960	0.03862608736
961	0.03860541451
962	0.03853861145
963	0.03850074957
964	0.03845283515
965	0.03839112654
966	0.03833422109
967	0.03828540685
968	0.03824206977
969	0.03816119705
970	0.03812105149
971	0.03803772442
972	0.03798752465
973	0.03794958642
974	0.03790242404
975	0.0378165458
976	0.03774623202
977	0.0376154523
978	0.03756733459
979	0.03750885001
980	0.03747779741
981	0.03742278863
982	0.03734228759
983	0.03729461122
984	0.03724736056
985	0.03720983172
986	0.03718307613
987	0.03712639956
988	0.0370678065
989	0.03702969097
990	0.03696098159
991	0.03693039968
992	0.03685011
993	0.03678937583
994	0.03675686211
995	0.03669315363
996	0.03666457292
997	0.03664123177
998	0.03659961472
999	0.0365701793
